municipio,nombre,grupo
San Bartolome De Tirajana,Club Vista Serena,Bar-Cafeteria
San Bartolome De Tirajana,"Terracita De Lumi, La",Bar-Cafeteria
Santa Lucia De Tirajana,Ohana,Bar-Cafeteria
Las Palmas De Gran Canaria,Rincón Del Pan,Bar-Cafeteria
Las Palmas De Gran Canaria,Rincón Del Pan,Bar-Cafeteria
Las Palmas De Gran Canaria,Rincón Del Pan,Bar-Cafeteria
Telde,New Paradise,Bar-Cafeteria
Las Palmas De Gran Canaria,San Bernardo Café,Bar-Cafeteria
Ingenio,Carlos V,Bar-Cafeteria
Mogan,Palacio Del Sabor,Bar-Cafeteria
Las Palmas De Gran Canaria,Crazy Hot Dogs,Bar-Cafeteria
San Bartolome De Tirajana,200 Gramos Burger And Beverage,Bar-Cafeteria
San Bartolome De Tirajana,Walhalla,Bar-Cafeteria
San Bartolome De Tirajana,Hurtigrutabar,Bar-Cafeteria
Las Palmas De Gran Canaria,Missippi,Bar-Cafeteria
San Bartolome De Tirajana,Club La Petanca,Bar-Cafeteria
Las Palmas De Gran Canaria,Coco Lujan,Bar-Cafeteria
Santa Brigida,Burguer El Meson,Bar-Cafeteria
Telde,"Cantina De Telde, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Montes,Bar-Cafeteria
Las Palmas De Gran Canaria,"Pata Caliente, La",Bar-Cafeteria
Santa Brigida,"Churrería, La",Bar-Cafeteria
Telde,Soho Coffe,Bar-Cafeteria
San Bartolome De Tirajana,Terraza La Caña,Bar-Cafeteria
Las Palmas De Gran Canaria,Poke-Poke,Bar-Cafeteria
Mogan,Binish,Bar-Cafeteria
Mogan,Jose´S Bar,Bar-Cafeteria
San Bartolome De Tirajana,Genusswerk,Bar-Cafeteria
Las Palmas De Gran Canaria,La Paleta Ig,Bar-Cafeteria
Mogan,24 Grados,Bar-Cafeteria
Mogan,Piscina Labranda Riviera Marina,Bar-Cafeteria
Las Palmas De Gran Canaria,La Musa,Bar-Cafeteria
Las Palmas De Gran Canaria,Mandu Alisios,Bar-Cafeteria
Las Palmas De Gran Canaria,"Rotonda, La",Bar-Cafeteria
Las Palmas De Gran Canaria,"Rotonda, La",Bar-Cafeteria
Mogan,Stanleys Cocktail Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,Kfc,Bar-Cafeteria
Las Palmas De Gran Canaria,Adk Street Food Kebab,Bar-Cafeteria
Las Palmas De Gran Canaria,Bai Loew Wu,Bar-Cafeteria
San Bartolome De Tirajana,Asoc. De Vecinos Agüiro,Bar-Cafeteria
Las Palmas De Gran Canaria,Cafe Regina,Bar-Cafeteria
Las Palmas De Gran Canaria,Starbucks,Bar-Cafeteria
Telde,Trattoria 58,Bar-Cafeteria
San Bartolome De Tirajana,Mirador,Bar-Cafeteria
San Bartolome De Tirajana,"Aguacates, Los",Bar-Cafeteria
San Bartolome De Tirajana,Il Caffé Torino,Bar-Cafeteria
Las Palmas De Gran Canaria,Daskalidès Chocolatier,Bar-Cafeteria
San Bartolome De Tirajana,Good Food,Bar-Cafeteria
Las Palmas De Gran Canaria,El Yantar,Bar-Cafeteria
Mogan,Piscina Vista Taurito,Bar-Cafeteria
Las Palmas De Gran Canaria,Spazio Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Talleres Palermo,Bar-Cafeteria
Telde,Océano,Bar-Cafeteria
Las Palmas De Gran Canaria,El Ricón De La Pata,Bar-Cafeteria
Las Palmas De Gran Canaria,"Mordidita, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Gourmet Jiennense Gran Canaria,Bar-Cafeteria
Agaete,La Guarida Del Caballo,Bar-Cafeteria
Las Palmas De Gran Canaria,The Best,Bar-Cafeteria
Mogan,Paradise Pizza,Bar-Cafeteria
Las Palmas De Gran Canaria,Mcdonald'S,Bar-Cafeteria
Telde,Mcdonald'S,Bar-Cafeteria
San Bartolome De Tirajana,Iguazú Lounge,Bar-Cafeteria
Las Palmas De Gran Canaria,Ca' Oscar,Bar-Cafeteria
Galdar,"Fisco Bar, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Break&Amp;Co Alisios,Bar-Cafeteria
Valleseco,Club Pensionistas Valleseco,Bar-Cafeteria
Las Palmas De Gran Canaria,Granier,Bar-Cafeteria
Las Palmas De Gran Canaria,Angel Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Toma La Luna,Bar-Cafeteria
San Bartolome De Tirajana,Maja Y Mojo,Bar-Cafeteria
Las Palmas De Gran Canaria,Castro,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Playa San Felipe,Bar-Cafeteria
Las Palmas De Gran Canaria,Travi Burger,Bar-Cafeteria
Aguimes,Alma Bistro,Bar-Cafeteria
Santa Lucia De Tirajana,B &Amp; B Gourmet Burger,Bar-Cafeteria
Galdar,Siete Razones Café,Bar-Cafeteria
Las Palmas De Gran Canaria,La Estrella,Bar-Cafeteria
Teror,"Secreto De Teror, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Conde Jackson Padel 7 Palmas,Bar-Cafeteria
Aguimes,"Antojado Ibérico, El",Bar-Cafeteria
San Bartolome De Tirajana,Ricky´S Cabaret Bar,Bar-Cafeteria
Mogan,Home Bakery,Bar-Cafeteria
Las Palmas De Gran Canaria,Decontrabando Taller Gastronomico,Bar-Cafeteria
San Bartolome De Tirajana,Smash Burger,Bar-Cafeteria
San Bartolome De Tirajana,Il Caffe Torino,Bar-Cafeteria
Las Palmas De Gran Canaria,Burger King,Bar-Cafeteria
Las Palmas De Gran Canaria,"Mor, Pastry &Amp; Coffee",Bar-Cafeteria
San Bartolome De Tirajana,La Noria Sunset,Bar-Cafeteria
Las Palmas De Gran Canaria,Granier,Bar-Cafeteria
Las Palmas De Gran Canaria,Granier,Bar-Cafeteria
Las Palmas De Gran Canaria,La Esquina,Bar-Cafeteria
Las Palmas De Gran Canaria,"Callao, El",Bar-Cafeteria
San Bartolome De Tirajana,Pilancones,Bar-Cafeteria
Las Palmas De Gran Canaria,Ven,Bar-Cafeteria
Teror,Kebab Teror,Bar-Cafeteria
Telde,Shisha Bar Kilian Y Josue ,Bar-Cafeteria
Galdar,Ciudad De Gáldar,Bar-Cafeteria
San Bartolome De Tirajana,Babylon,Bar-Cafeteria
San Bartolome De Tirajana,Wooland Cafe,Bar-Cafeteria
San Bartolome De Tirajana,Carrousel Café,Bar-Cafeteria
San Bartolome De Tirajana,"Papa Loca, La",Bar-Cafeteria
Las Palmas De Gran Canaria,The Crunch Bistro-Bar,Bar-Cafeteria
Mogan,"Placita, La",Bar-Cafeteria
Mogan,Rico Rico,Bar-Cafeteria
Santa Brigida,La Caldera,Bar-Cafeteria
Aguimes,Dai Montaña,Bar-Cafeteria
San Bartolome De Tirajana,K8,Bar-Cafeteria
San Bartolome De Tirajana,Asadero Pico Pico,Bar-Cafeteria
Telde,Roma Pizzeria Kebab,Bar-Cafeteria
Santa Lucia De Tirajana,El Barranquillo,Bar-Cafeteria
San Bartolome De Tirajana,Do-Re-Mi Party & Piano Bar,Bar-Cafeteria
San Bartolome De Tirajana,Burger King,Bar-Cafeteria
San Bartolome De Tirajana,Nisei,Bar-Cafeteria
Las Palmas De Gran Canaria,Chukuluky Pizza,Bar-Cafeteria
Santa Lucia De Tirajana,Castillo,Bar-Cafeteria
Aguimes,Agora,Bar-Cafeteria
Santa Lucia De Tirajana,+ Q Xurros Cafe,Bar-Cafeteria
Aguimes,La Cuchara,Bar-Cafeteria
Las Palmas De Gran Canaria,Cristal,Bar-Cafeteria
Mogan,Tintiro,Bar-Cafeteria
Las Palmas De Gran Canaria,Gastrobar Mia,Bar-Cafeteria
Mogan,Bistro Iberico,Bar-Cafeteria
Las Palmas De Gran Canaria,"Sereta, La",Bar-Cafeteria
Mogan,Cafe Regina,Bar-Cafeteria
Las Palmas De Gran Canaria,Comovivo,Bar-Cafeteria
Las Palmas De Gran Canaria,Pasteleria Le Petite Merie,Bar-Cafeteria
Las Palmas De Gran Canaria,Ojo Pulpo,Bar-Cafeteria
Las Palmas De Gran Canaria,100 Montaditos,Bar-Cafeteria
Mogan,Bentorey,Bar-Cafeteria
Galdar,El Alamo De Perez Galdos,Bar-Cafeteria
Las Palmas De Gran Canaria,Cantina Virgen Blanca Marzagán,Bar-Cafeteria
Las Palmas De Gran Canaria,Fresquito Archipielago,Bar-Cafeteria
Las Palmas De Gran Canaria,Mol Café,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Frango'S,Bar-Cafeteria
San Bartolome De Tirajana,Malarem,Bar-Cafeteria
Las Palmas De Gran Canaria,Fes,Bar-Cafeteria
San Bartolome De Tirajana,Dubliner,Bar-Cafeteria
Agaete,"Hormiguita Golosa, La",Bar-Cafeteria
Ingenio,Bloque Logistico Mercadona,Bar-Cafeteria
Las Palmas De Gran Canaria,Coffe And Bikes,Bar-Cafeteria
Telde,Titi Melo Enyesques Y Buches,Bar-Cafeteria
Las Palmas De Gran Canaria,Lisboa Coffee &Amp; Bakery,Bar-Cafeteria
San Bartolome De Tirajana,Bar &Amp; Grill Why Not Lago,Bar-Cafeteria
Las Palmas De Gran Canaria,Tentaciones,Bar-Cafeteria
Santa Brigida,"Cuchara De Plata, La",Bar-Cafeteria
Tejeda,Arraigo,Bar-Cafeteria
Mogan,100 Montaditos,Bar-Cafeteria
Arucas,Chavo Santidad,Bar-Cafeteria
Telde,Cerveceria Mavericks,Bar-Cafeteria
Las Palmas De Gran Canaria,Cofee Book,Bar-Cafeteria
San Bartolome De Tirajana,La Sirena,Bar-Cafeteria
Las Palmas De Gran Canaria,Moma Club,Bar-Cafeteria
Mogan,Sarito,Bar-Cafeteria
Mogan,Tko Tacos,Bar-Cafeteria
Firgas,Cruce Buen Lugar,Bar-Cafeteria
Arucas,Ruta 66,Bar-Cafeteria
Telde,Destino,Bar-Cafeteria
Las Palmas De Gran Canaria,Europan,Bar-Cafeteria
Telde,Europan,Bar-Cafeteria
Mogan,The Jamaica Inn,Bar-Cafeteria
Santa Lucia De Tirajana,Europan,Bar-Cafeteria
Santa Lucia De Tirajana,Europan,Bar-Cafeteria
Las Palmas De Gran Canaria,"Pirata Los Alisios, El",Bar-Cafeteria
Telde,"Amasijo, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Ludocafe La Tribu,Bar-Cafeteria
Las Palmas De Gran Canaria,Pasteleria Truffles Sl,Bar-Cafeteria
San Bartolome De Tirajana,"Taqueria Grupo Monterrey, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Amaki,Bar-Cafeteria
Las Palmas De Gran Canaria,Pompidou Art And Lounge,Bar-Cafeteria
Telde,Cantina Ca Juan Sosa,Bar-Cafeteria
Las Palmas De Gran Canaria,Kfc,Bar-Cafeteria
Las Palmas De Gran Canaria,Darin,Bar-Cafeteria
Telde,Dejavu Shisha Langue,Bar-Cafeteria
Las Palmas De Gran Canaria,Anteo Gastrobar,Bar-Cafeteria
San Bartolome De Tirajana,Label Lounge,Bar-Cafeteria
Las Palmas De Gran Canaria,El Monje De Santa Ana,Bar-Cafeteria
Las Palmas De Gran Canaria,Alma Y Mezcla,Bar-Cafeteria
San Bartolome De Tirajana,"Pata Caliente, La",Bar-Cafeteria
San Bartolome De Tirajana,Maomao Beach,Bar-Cafeteria
Valsequillo De Gran Canaria,Adan,Bar-Cafeteria
San Bartolome De Tirajana,Toro Hot,Bar-Cafeteria
Mogan,Jamonal De Arguineguín,Bar-Cafeteria
Las Palmas De Gran Canaria,Panaria,Bar-Cafeteria
Telde,The Room Lounge,Bar-Cafeteria
Mogan,Asociacion De La Tercera Edad La Jaca,Bar-Cafeteria
Moya,Treinta Y Una Delicias,Bar-Cafeteria
Las Palmas De Gran Canaria,Granier,Bar-Cafeteria
Las Palmas De Gran Canaria,Cerveceria 100 Montaditos,Bar-Cafeteria
Santa Lucia De Tirajana,Heladeria Ricordami,Bar-Cafeteria
Las Palmas De Gran Canaria,La Paleta Ig,Bar-Cafeteria
Telde,Café De Indias,Bar-Cafeteria
Telde,La Cantina,Bar-Cafeteria
San Bartolome De Tirajana,Masebba Cocktail Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,The Block Dinner,Bar-Cafeteria
Santa Lucia De Tirajana,Pozowinds,Bar-Cafeteria
Las Palmas De Gran Canaria,Hnos Granado V,Bar-Cafeteria
Vega San Mateo,Café Rabel,Bar-Cafeteria
San Bartolome De Tirajana,Ozone,Bar-Cafeteria
Las Palmas De Gran Canaria,Heladería Horchatería Quinta Cumbre S. L.,Bar-Cafeteria
Las Palmas De Gran Canaria,Heladería Horchatería Quinta Cumbre S. L.,Bar-Cafeteria
Santa Brigida,Villa Josefa,Bar-Cafeteria
Las Palmas De Gran Canaria,Adk Abbadis Doner Kebab,Bar-Cafeteria
Mogan,Bistro Tapas,Bar-Cafeteria
Las Palmas De Gran Canaria,Volga,Bar-Cafeteria
Las Palmas De Gran Canaria,Casa Mi Madre,Bar-Cafeteria
Telde,Burger House,Bar-Cafeteria
Las Palmas De Gran Canaria,Maja Pan Y Cafe,Bar-Cafeteria
Aguimes,Caprichos De Aguimes,Bar-Cafeteria
Teror,La Gaveta De Cristo,Bar-Cafeteria
Ingenio,Terraza La Piscina,Bar-Cafeteria
Las Palmas De Gran Canaria,Cafe Regina Triana,Bar-Cafeteria
Tejeda,Dulceria Nublo,Bar-Cafeteria
Telde,Mar Pequeña,Bar-Cafeteria
Teror,Monica Dominguez Gonzalez,Bar-Cafeteria
Las Palmas De Gran Canaria,Doctor Negrin,Bar-Cafeteria
San Bartolome De Tirajana,Nuestra Casa Es Tu Casa,Bar-Cafeteria
Santa Brigida,Ivan Heri Rodriguez Da Costa,Bar-Cafeteria
Mogan,Chamoriscan,Bar-Cafeteria
San Bartolome De Tirajana,Terraza Botánico,Bar-Cafeteria
Santa Lucia De Tirajana,El Solar 24 Hs,Bar-Cafeteria
Las Palmas De Gran Canaria,Nordic Dream,Bar-Cafeteria
San Bartolome De Tirajana,Local Social Montaña La Arena,Bar-Cafeteria
Las Palmas De Gran Canaria,El Rinconcito De Molina,Bar-Cafeteria
Las Palmas De Gran Canaria,Pliza 21 Helado Artesano,Bar-Cafeteria
Telde,Sub24 Arnao,Bar-Cafeteria
San Bartolome De Tirajana,Bara Baren,Bar-Cafeteria
Las Palmas De Gran Canaria,Café Regina,Bar-Cafeteria
Mogan,+ Di Un Gelato,Bar-Cafeteria
Santa Lucia De Tirajana,Florones Pasteleria,Bar-Cafeteria
Las Palmas De Gran Canaria,Be Happy,Bar-Cafeteria
Las Palmas De Gran Canaria,Siete Razones,Bar-Cafeteria
Aguimes,Frank'S Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Placer Foodanddrinks,Bar-Cafeteria
Mogan,Sala Puerto Rico,Bar-Cafeteria
Mogan,Sala Mogán Mall (Sport Bar Play &Amp; Win),Bar-Cafeteria
Las Palmas De Gran Canaria,Destino Café,Bar-Cafeteria
Las Palmas De Gran Canaria,Caracolillo Café,Bar-Cafeteria
Telde,Panadería Pastelería La Tentación,Bar-Cafeteria
Las Palmas De Gran Canaria,La Sacristia,Bar-Cafeteria
Mogan,Spar Market,Bar-Cafeteria
Aguimes,Core Salentino,Bar-Cafeteria
Aguimes,Rio Viejo Arinaga,Bar-Cafeteria
Mogan,Maroa Beach Poke And More,Bar-Cafeteria
Mogan,La Pata De Oro,Bar-Cafeteria
San Bartolome De Tirajana,La Pata Asada,Bar-Cafeteria
Las Palmas De Gran Canaria,Bricomart,Bar-Cafeteria
San Bartolome De Tirajana,"Sala Holiday World, Palm Kasino",Bar-Cafeteria
Las Palmas De Gran Canaria,Grill La Paisa,Bar-Cafeteria
Las Palmas De Gran Canaria,Chúpate Los Dedos,Bar-Cafeteria
Mogan,Canaria Moment,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Piscolabis Pin Pon,Bar-Cafeteria
Santa Brigida,Soul Food Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Laiba Kebab,Bar-Cafeteria
_U,Bocanada.Coffee-Snack-Icecream,Bar-Cafeteria
Las Palmas De Gran Canaria,La Arrancailla,Bar-Cafeteria
Valleseco,Mi Tienda Tentaciones,Bar-Cafeteria
Las Palmas De Gran Canaria,Cool Beans,Bar-Cafeteria
Las Palmas De Gran Canaria,Hi Buble Tea,Bar-Cafeteria
Telde,Mr. Buho,Bar-Cafeteria
Las Palmas De Gran Canaria,Mister Jamon,Bar-Cafeteria
Ingenio,La Rosa Dorada,Bar-Cafeteria
San Bartolome De Tirajana,Piccolo,Bar-Cafeteria
Santa Lucia De Tirajana,El Cielo,Bar-Cafeteria
Telde,Asadero De Pollos Gil,Bar-Cafeteria
Santa Lucia De Tirajana,La Sinvergüenza Ii,Bar-Cafeteria
Mogan,Montañón,Bar-Cafeteria
Las Palmas De Gran Canaria,K8 Donner Kebab,Bar-Cafeteria
Las Palmas De Gran Canaria,Café Sueco,Bar-Cafeteria
Las Palmas De Gran Canaria,D'Vainilla Galletas Y Pasteles,Bar-Cafeteria
Mogan,Club Sociocultural Los Marineros,Bar-Cafeteria
Santa Brigida,Sabor Ges Cafeteria Romántica,Bar-Cafeteria
Aguimes,Pastelería Italiana Artesanal: Esquina Golosa,Bar-Cafeteria
Las Palmas De Gran Canaria,Sushi Bar,Bar-Cafeteria
Santa Lucia De Tirajana,Fika,Bar-Cafeteria
Las Palmas De Gran Canaria,Tasca Malquerida,Bar-Cafeteria
San Bartolome De Tirajana,Hot&Amp;Chilli Pizza&Amp;Kebab,Bar-Cafeteria
Las Palmas De Gran Canaria,Bodegón Suso,Bar-Cafeteria
Las Palmas De Gran Canaria,360 El Templo Box,Bar-Cafeteria
Moya,Aa.Vv. Tomás Morales,Bar-Cafeteria
Telde,Albert,Bar-Cafeteria
Las Palmas De Gran Canaria,De Pura Raza,Bar-Cafeteria
Aguimes,La Casita Del Dulce,Bar-Cafeteria
San Bartolome De Tirajana,Green Planet The Food Court,Bar-Cafeteria
Mogan,A Casa Mia,Bar-Cafeteria
San Bartolome De Tirajana,Helamore Mirador De Las Dunas,Bar-Cafeteria
Las Palmas De Gran Canaria,Sin Gluten Cake,Bar-Cafeteria
Galdar,Ca`Gise,Bar-Cafeteria
Las Palmas De Gran Canaria,Mr. Kale,Bar-Cafeteria
San Bartolome De Tirajana,Shara Beach Bar,Bar-Cafeteria
Mogan,Rob'S,Bar-Cafeteria
Telde,"K"" José Bocatas Y Mucho Más ...",Bar-Cafeteria
Las Palmas De Gran Canaria,Café Regina,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,El Mercado De Guía,Bar-Cafeteria
Santa Lucia De Tirajana,El Gran Sultan Kebap Vecindario,Bar-Cafeteria
La Aldea De San Nicolas,La Aldea,Bar-Cafeteria
San Bartolome De Tirajana,La Pinsetta,Bar-Cafeteria
Aguimes,Karacabras,Bar-Cafeteria
Valleseco,El Pollo Domínguez,Bar-Cafeteria
San Bartolome De Tirajana,Pollo Al Toke,Bar-Cafeteria
Las Palmas De Gran Canaria,Mg Poniente,Bar-Cafeteria
Arucas,La Pata Caliente,Bar-Cafeteria
Las Palmas De Gran Canaria,Bp Terminal Puerto,Bar-Cafeteria
Las Palmas De Gran Canaria,La Palmense,Bar-Cafeteria
Santa Lucia De Tirajana,Salinas De Tenefe,Bar-Cafeteria
Las Palmas De Gran Canaria,Mestizo Vinos Y Tapas,Bar-Cafeteria
Arucas,Hacienda La Rekompensa,Bar-Cafeteria
Santa Lucia De Tirajana,Apuestas Deportivas,Bar-Cafeteria
Telde,Sala Barranquera,Bar-Cafeteria
Las Palmas De Gran Canaria,Lambada Records - Crafts - Bar,Bar-Cafeteria
Agaete,Spar Express Agaete Playa,Bar-Cafeteria
San Bartolome De Tirajana,Secret Garden,Bar-Cafeteria
San Bartolome De Tirajana,La Trattoria By Bienmesabe,Bar-Cafeteria
Telde,Juan Jamón San Gregorio,Bar-Cafeteria
Santa Lucia De Tirajana,San Nicolás De Bari,Bar-Cafeteria
Las Palmas De Gran Canaria,Cervecería Canarias Brew,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,De Paso,Bar-Cafeteria
Tejeda,Dulcería Nublo - La Casa De La Almendra,Bar-Cafeteria
Aguimes,La Rotonda,Bar-Cafeteria
San Bartolome De Tirajana,Bocateria Porfi,Bar-Cafeteria
Las Palmas De Gran Canaria,Picnic,Bar-Cafeteria
Las Palmas De Gran Canaria,El Mirador,Bar-Cafeteria
Las Palmas De Gran Canaria,Bachaco Eat Good Feel Good,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Ca'Kiko,Bar-Cafeteria
Las Palmas De Gran Canaria,Mr. Rober Piscolabis,Bar-Cafeteria
Telde,Los Gemelos,Bar-Cafeteria
Las Palmas De Gran Canaria,La Pata Caliente,Bar-Cafeteria
Telde,Kafés Ó Capuchino'S,Bar-Cafeteria
San Bartolome De Tirajana,Panoramic Bar,Bar-Cafeteria
Mogan,Spar Express Arguineguín Park,Bar-Cafeteria
Las Palmas De Gran Canaria,La Hoja,Bar-Cafeteria
Santa Lucia De Tirajana,El Rinconcito De Mercy,Bar-Cafeteria
Las Palmas De Gran Canaria,Eli‘S,Bar-Cafeteria
Telde,La Pata Caliente,Bar-Cafeteria
Mogan,Bar Piscina,Bar-Cafeteria
Las Palmas De Gran Canaria,Heladeria Capricho,Bar-Cafeteria
Las Palmas De Gran Canaria,Guirlache,Bar-Cafeteria
Las Palmas De Gran Canaria,Guirlache,Bar-Cafeteria
Las Palmas De Gran Canaria,Guirlache,Bar-Cafeteria
Las Palmas De Gran Canaria,Guirlache,Bar-Cafeteria
Telde,Universo,Bar-Cafeteria
Las Palmas De Gran Canaria,Guirlache,Bar-Cafeteria
Las Palmas De Gran Canaria,Esquina 32 Ripoche,Bar-Cafeteria
Galdar,Tuti,Bar-Cafeteria
Las Palmas De Gran Canaria,Nyc Taxi Rockbar,Bar-Cafeteria
San Bartolome De Tirajana,Yan Yan Chinese Street Food,Bar-Cafeteria
Telde,Lepop,Bar-Cafeteria
Las Palmas De Gran Canaria,El Trastero De La Hookah,Bar-Cafeteria
San Bartolome De Tirajana,Helamore San Agustín,Bar-Cafeteria
Aguimes,Helamore Playa Arinaga,Bar-Cafeteria
Aguimes,Las Delicias De Mery,Bar-Cafeteria
Las Palmas De Gran Canaria,El Pirata,Bar-Cafeteria
San Bartolome De Tirajana,Burguer Bar ...,Bar-Cafeteria
Santa Brigida,Mc La Villa Piscolabis,Bar-Cafeteria
_U,Asociacion La Milagrosa,Bar-Cafeteria
Galdar,La Catedral Del Futbol,Bar-Cafeteria
San Bartolome De Tirajana,Spar Express Playa Inglés,Bar-Cafeteria
Mogan,Spar Express Arguineguín Playa,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Vintender,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Llano Alegre,Bar-Cafeteria
San Bartolome De Tirajana,Biercapitano,Bar-Cafeteria
Las Palmas De Gran Canaria,Mila 24,Bar-Cafeteria
Arucas,Heladeria Cafeteria Lima Limon,Bar-Cafeteria
Galdar,Mcdonald'S,Bar-Cafeteria
San Bartolome De Tirajana,El Rincón De Thiago ,Bar-Cafeteria
Las Palmas De Gran Canaria,Roma Kebab,Bar-Cafeteria
Las Palmas De Gran Canaria,Heladería Dassie,Bar-Cafeteria
Las Palmas De Gran Canaria,Heladería Dassie,Bar-Cafeteria
Las Palmas De Gran Canaria,Vinver,Bar-Cafeteria
Las Palmas De Gran Canaria,La Yenya,Bar-Cafeteria
Telde,Km 8,Bar-Cafeteria
Las Palmas De Gran Canaria,El Porche,Bar-Cafeteria
Las Palmas De Gran Canaria,No Ni Ná,Bar-Cafeteria
Santa Lucia De Tirajana,El Templo,Bar-Cafeteria
Aguimes,Muller Panaderias,Bar-Cafeteria
Las Palmas De Gran Canaria,Full Karma,Bar-Cafeteria
Mogan,The Beach Pox,Bar-Cafeteria
Telde,Ca' Octavio,Bar-Cafeteria
Las Palmas De Gran Canaria,Laiba Doner Kebab,Bar-Cafeteria
Las Palmas De Gran Canaria,Laiba Doner Kebab,Bar-Cafeteria
Agaete,Salitre,Bar-Cafeteria
Mogan,Cala Blanca,Bar-Cafeteria
San Bartolome De Tirajana,The Factory,Bar-Cafeteria
Aguimes,El Café De Paso,Bar-Cafeteria
Las Palmas De Gran Canaria,Alboroto Las Palmas,Bar-Cafeteria
San Bartolome De Tirajana,The Bistro,Bar-Cafeteria
San Bartolome De Tirajana,The Shooter'S Corner,Bar-Cafeteria
Las Palmas De Gran Canaria,Abid Doner Kebab,Bar-Cafeteria
Las Palmas De Gran Canaria,Mari,Bar-Cafeteria
Las Palmas De Gran Canaria,Mondo,Bar-Cafeteria
La Aldea De San Nicolas, Churreria La Aldea,Bar-Cafeteria
San Bartolome De Tirajana,Spar Express El Pajar,Bar-Cafeteria
San Bartolome De Tirajana,Gnomos,Bar-Cafeteria
Ingenio,Don Pata Asada,Bar-Cafeteria
Las Palmas De Gran Canaria,Rocktop La Peregrina,Bar-Cafeteria
Santa Lucia De Tirajana,Lekker Gran Canaria,Bar-Cafeteria
Telde,Salon Palmeral,Bar-Cafeteria
Las Palmas De Gran Canaria,El Hangar 7 Palmas,Bar-Cafeteria
Arucas,Turkish Kebab,Bar-Cafeteria
Galdar, Ud. Barrial,Bar-Cafeteria
San Bartolome De Tirajana,Mac`S Tearoom,Bar-Cafeteria
Las Palmas De Gran Canaria,Rosliss,Bar-Cafeteria
Las Palmas De Gran Canaria,Café Cuartango,Bar-Cafeteria
Telde,Montaña Las Huesas,Bar-Cafeteria
Las Palmas De Gran Canaria,Dunkin Coffee,Bar-Cafeteria
Arucas,El Cercado Canario,Bar-Cafeteria
Las Palmas De Gran Canaria,Bodega Colón,Bar-Cafeteria
San Bartolome De Tirajana,Smile,Bar-Cafeteria
San Bartolome De Tirajana,Ohana,Bar-Cafeteria
San Bartolome De Tirajana,A-Tipico,Bar-Cafeteria
Santa Lucia De Tirajana,Sabor Kebab Pizzería,Bar-Cafeteria
Las Palmas De Gran Canaria,Moon Doner Kebab,Bar-Cafeteria
Telde,La Marimorena,Bar-Cafeteria
Arucas,Jardin By Galileo,Bar-Cafeteria
Las Palmas De Gran Canaria,Cervecería Edison,Bar-Cafeteria
Santa Lucia De Tirajana,Spazio Cafe,Bar-Cafeteria
Telde,Peñita,Bar-Cafeteria
Telde,La Fuente,Bar-Cafeteria
Las Palmas De Gran Canaria,Cicorella Bar De Copas,Bar-Cafeteria
Las Palmas De Gran Canaria,La Esquinita De La Isleta,Bar-Cafeteria
Las Palmas De Gran Canaria,Oryza,Bar-Cafeteria
Aguimes,La Bodeguita De Gladis Y Pedro,Bar-Cafeteria
Las Palmas De Gran Canaria,Bimba,Bar-Cafeteria
Las Palmas De Gran Canaria,Burger Playa La Deliciosa,Bar-Cafeteria
Aguimes,Churreria Adhakay,Bar-Cafeteria
San Bartolome De Tirajana,Panadería Maspalomas,Bar-Cafeteria
San Bartolome De Tirajana,Basement Studios,Bar-Cafeteria
Teror,La Aventura,Bar-Cafeteria
Santa Lucia De Tirajana,Le Coquett Café,Bar-Cafeteria
Galdar,La Perla,Bar-Cafeteria
Las Palmas De Gran Canaria,La Tasca El Secreto,Bar-Cafeteria
Telde,Don Pepe Chiringo,Bar-Cafeteria
Mogan,Serenity Amadores,Bar-Cafeteria
Las Palmas De Gran Canaria,Mazu Cantina,Bar-Cafeteria
Mogan,Star Light,Bar-Cafeteria
Las Palmas De Gran Canaria,Rockabilly,Bar-Cafeteria
Telde,La Esquina,Bar-Cafeteria
Las Palmas De Gran Canaria,18 Ctea,Bar-Cafeteria
Las Palmas De Gran Canaria,Descórchame Gourmet Shop,Bar-Cafeteria
Aguimes,Atico Lounge,Bar-Cafeteria
